PricingDate,Product,Customer,Channel,Territory,ContractQuantity,InvoicePrice,InvoiceAmount,NetPrice,NetAmount,Discount,isDiscount,nContractQuantity,nInvoicePrice
24-JUL-12,Product_8,Customer_723,Channel_8,Territory_50,12,12.1,145.2,12.1,145.2,0,FALSE,0.0246135273378611,-1.30404565001418
01-OCT-12,Product_130,Customer_1398,Channel_7,Territory_28,120,107,12840,89.17,10700.4,0.166635514018692,TRUE,1.58093094632665,0.652672448152333
01-NOV-12,Product_27,Customer_1766,Channel_7,Territory_19,5,51.7,258.5,51.7,258.5,0,FALSE,-0.56711585103327,-0.00031196889443718
01-NOV-12,Product_70,Customer_1346,Channel_7,Territory_33,2,92,184,92,184,0,FALSE,-1.18643681824211,0.517078745271708
09-JUL-12,Product_76,Customer_898,Channel_4,Territory_78,18,64.5,1161,35.83,644.94,0.444496124031008,TRUE,0.298667421137886,0.198273075372961
06-SEP-12,Product_36,Customer_1832,Channel_7,Territory_15,2,46.5,93,46.5,93,0,FALSE,-1.18643681824211,-0.0954764919349087
23-OCT-12,Product_135,Customer_723,Channel_8,Territory_50,50,13,650,13,650,0,FALSE,0.989201567955523,-1.23963883632387
05-DEC-12,Product_59,Customer_65,Channel_7,Territory_15,10,8.62,86.2,8.62,86.2,0,FALSE,-0.0986176251432948,-1.60848492466254
11-DEC-12,Product_135,Customer_302,Channel_7,Territory_32,2,9.3,18.6,9.3,18.6,0,FALSE,-1.18643681824211,-1.54032073307571
09-OCT-12,Product_49,Customer_596,Channel_8,Territory_45,6,57.7,346.2,57.7,346.2,0,FALSE,-0.443884698552114,0.0982584810656704
10-OCT-12,Product_20,Customer_1177,Channel_4,Territory_49,1,75,75,75,75,0,FALSE,-1.65493504413209,0.333671640289115
13-AUG-12,Product_28,Customer_1566,Channel_7,Territory_2,3,6.93,20.79,6.93,20.79,0,FALSE,-0.912382924442088,-1.80439277815869
19-SEP-12,Product_43,Customer_443,Channel_7,Territory_38,16,86.8,1388.8,54.25,868,0.375,TRUE,0.219057859427811,0.464846930348248
03-AUG-12,Product_126,Customer_1611,Channel_4,Territory_42,10,239,2390,239,2390,0,FALSE,-0.0986176251432948,1.37412121268448
22-NOV-12,Product_126,Customer_1673,Channel_3,Territory_65,40,239,9560,239,9560,0,FALSE,0.838378826636654,1.37412121268448
21-DEC-12,Product_64,Customer_1726,Channel_8,Territory_107,6,22.2,133.2,22.2,133.2,0,FALSE,-0.443884698552114,-0.759223794108766
12-NOV-12,Product_92,Customer_193,Channel_7,Territory_29,30,24.5,735,20.42,612.6,0.166530612244898,TRUE,0.643934494546704,-0.670724609707885
01-NOV-12,Product_30,Customer_1225,Channel_4,Territory_10,16,86.8,1388.8,54.25,868,0.375,TRUE,0.219057859427811,0.464846930348248
28-NOV-12,Product_19,Customer_1442,Channel_8,Territory_50,2,87,174,87,174,0,FALSE,-1.18643681824211,0.466913058307474
03-DEC-12,Product_109,Customer_596,Channel_8,Territory_45,1,338.1,338.1,338.1,338.1,0,FALSE,-1.65493504413209,1.68552490510238
15-AUG-12,Product_24,Customer_668,Channel_7,Territory_1,3,17.08,51.24,17.08,51.24,0,FALSE,-0.912382924442088,-0.994594904000742
04-OCT-12,Product_101,Customer_1623,Channel_8,Territory_111,5,55,275,55,275,0,FALSE,-0.56711585103327,0.0552355735361577
03-SEP-12,Product_94,Customer_723,Channel_8,Territory_50,30,70,2100,70,2100,0,FALSE,0.643934494546704,0.271734517845586
30-OCT-12,Product_37,Customer_1468,Channel_8,Territory_12,10,87,870,87,870,0,FALSE,-0.0986176251432948,0.466913058307474
08-NOV-12,Product_59,Customer_1829,Channel_8,Territory_50,30,8.6,258,8.6,258,0,FALSE,0.643934494546704,-1.61057025011128
07-NOV-12,Product_27,Customer_1623,Channel_8,Territory_111,20,51.7,1034,51.7,1034,0,FALSE,0.36988060074668,-0.00031196889443718
14-SEP-12,Product_3,Customer_1834,Channel_7,Territory_35,1,404.2,404.2,404.2,404.2,0,FALSE,-1.65493504413209,1.84583123446643
23-JUL-12,Product_58,Customer_1614,Channel_7,Territory_38,10,59.5,595,59.5,595,0,FALSE,-0.0986176251432948,0.125836041397931
05-SEP-12,Product_7,Customer_894,Channel_4,Territory_67,60,25,1500,12.5,750,0.5,TRUE,1.11243272043668,-0.652587988781002
13-JUL-12,Product_126,Customer_440,Channel_7,Territory_58,1,243.8,243.8,243.8,243.8,0,FALSE,-1.65493504413209,1.39197231688515
17-DEC-12,Product_126,Customer_723,Channel_8,Territory_50,2,239,478,239,478,0,FALSE,-1.18643681824211,1.37412121268448
01-OCT-12,Product_126,Customer_1374,Channel_4,Territory_65,1,239,239,239,239,0,FALSE,-1.65493504413209,1.37412121268448
09-OCT-12,Product_135,Customer_1752,Channel_7,Territory_29,10,13,130,13,130,0,FALSE,-0.0986176251432948,-1.23963883632387
22-AUG-12,Product_101,Customer_464,Channel_7,Territory_33,28,92.9,2601.2,66.36,1858.08,0.285683530678149,TRUE,0.597302208075337,0.525818229996073
13-AUG-12,Product_102,Customer_1303,Channel_4,Territory_10,310,10.3,3193,6.65,2061.5,0.354368932038835,TRUE,2.22241455698361,-1.4486357965698
16-NOV-12,Product_123,Customer_436,Channel_7,Territory_33,3,40,120,40,120,0,FALSE,-0.912382924442088,-0.23065059574175
23-JUL-12,Product_88,Customer_1644,Channel_10,Territory_75,13,25.4,330.2,19.54,254.02,0.230708661417323,TRUE,0.078714398829812,-0.638337972089524
05-SEP-12,Product_122,Customer_655,Channel_4,Territory_23,30,90,2700,45,1350,0.5,TRUE,0.643934494546704,0.497347572945112
06-SEP-12,Product_100,Customer_1632,Channel_4,Territory_79,17,64.5,1096.5,37.94,644.98,0.411782945736434,TRUE,0.260034045384892,0.198273075372961
05-NOV-12,Product_28,Customer_1778,Channel_7,Territory_32,48,6.93,332.64,6.93,332.64,0,FALSE,0.961609979117811,-1.80439277815869
19-JUL-12,Product_90,Customer_1723,Channel_11,Territory_92,10,41,410,41,410,0,FALSE,-0.0986176251432948,-0.208483242267417
17-JUL-12,Product_84,Customer_211,Channel_7,Territory_28,1,77,77,77,77,0,FALSE,-1.65493504413209,0.357297535436059
01-NOV-12,Product_126,Customer_1596,Channel_7,Territory_98,1,243.8,243.8,243.8,243.8,0,FALSE,-1.65493504413209,1.39197231688515
29-NOV-12,Product_106,Customer_1318,Channel_8,Territory_50,10,33,330,33,330,0,FALSE,-0.0986176251432948,-0.403349038534532
04-DEC-12,Product_71,Customer_723,Channel_8,Territory_50,10,75,750,75,750,0,FALSE,-0.0986176251432948,0.333671640289115
26-DEC-12,Product_41,Customer_1425,Channel_4,Territory_56,2,986,1972,986,1972,0,FALSE,-1.18643681824211,2.64638082811057
11-DEC-12,Product_2,Customer_596,Channel_8,Territory_45,6,27.1,162.6,27.1,162.6,0,FALSE,-0.443884698552114,-0.580178791894984
20-DEC-12,Product_13,Customer_631,Channel_7,Territory_1,2,64.7,129.4,64.7,129.4,0,FALSE,-1.18643681824211,0.201052434255585
07-DEC-12,Product_37,Customer_1490,Channel_7,Territory_15,1,104.5,104.5,104.5,104.5,0,FALSE,-1.65493504413209,0.631448476143547
27-SEP-12,Product_92,Customer_764,Channel_7,Territory_29,26,24.5,637,18.85,490.1,0.230612244897959,TRUE,0.547212624719787,-0.670724609707885
24-AUG-12,Product_72,Customer_1209,Channel_4,Territory_23,17,108.5,1844.5,63.82,1084.94,0.411797235023041,TRUE,0.260034045384892,0.665170082035682
03-DEC-12,Product_101,Customer_319,Channel_7,Territory_33,170,92.9,15793,54.65,9290.5,0.411733046286329,TRUE,1.81635146437368,0.525818229996073
10-AUG-12,Product_59,Customer_1829,Channel_8,Territory_50,24,8.6,206.4,8.6,206.4,0,FALSE,0.493111753227836,-1.61057025011128
03-OCT-12,Product_35,Customer_1695,Channel_7,Territory_28,78,18.2,1419.6,14,1092,0.230769230769231,TRUE,1.28976474440979,-0.937576874423973
20-NOV-12,Product_97,Customer_580,Channel_8,Territory_90,10,94.5,945,94.5,945,0,FALSE,-0.0986176251432948,0.541148074461759
24-SEP-12,Product_31,Customer_1702,Channel_7,Territory_31,18,108.5,1953,60.28,1085.04,0.444423963133641,TRUE,0.298667421137886,0.665170082035682
05-OCT-12,Product_131,Customer_1496,Channel_8,Territory_12,10,2350,23500,1175,11750,0.5,TRUE,-0.0986176251432948,3.42607404052339
23-OCT-12,Product_98,Customer_17,Channel_11,Territory_25,20,39,780,39,780,0,FALSE,0.36988060074668,-0.253379207253757
19-SEP-12,Product_32,Customer_443,Channel_7,Territory_38,51,108.5,5533.5,63.82,3254.82,0.411797235023041,TRUE,1.00258616507489,0.665170082035682
02-OCT-12,Product_128,Customer_596,Channel_8,Territory_45,10,375,3750,375,3750,0,FALSE,-0.0986176251432948,1.77851588142992
28-NOV-12,Product_4,Customer_1904,Channel_7,Territory_19,6,6.93,41.58,6.93,41.58,0,FALSE,-0.443884698552114,-1.80439277815869
01-AUG-12,Product_94,Customer_41,Channel_11,Territory_49,2,70,140,70,140,0,FALSE,-1.18643681824211,0.271734517845586
09-AUG-12,Product_25,Customer_642,Channel_7,Territory_15,250,16.55,4137.5,16.55,4137.5,0,FALSE,2.07702076105434,-1.02289329616012
07-DEC-12,Product_130,Customer_1496,Channel_8,Territory_12,10,82,820,82,820,0,FALSE,-0.0986176251432948,0.413777302459269
01-OCT-12,Product_60,Customer_1891,Channel_7,Territory_73,2,1350,2700,1350,2700,0,FALSE,-1.18643681824211,2.92845144315604
23-AUG-12,Product_105,Customer_1424,Channel_4,Territory_27,15,75,1125,50,750,0.333333333333333,TRUE,0.17543626865673,0.333671640289115
03-SEP-12,Product_53,Customer_309,Channel_7,Territory_28,17,108,1836,63.53,1080.01,0.411759259259259,TRUE,0.260034045384892,0.661023505601109
19-NOV-12,Product_126,Customer_1289,Channel_4,Territory_93,1,239,239,239,239,0,FALSE,-1.65493504413209,1.37412121268448
18-SEP-12,Product_42,Customer_1827,Channel_11,Territory_3,3,82,246,82,246,0,FALSE,-0.912382924442088,0.413777302459269
09-NOV-12,Product_59,Customer_1389,Channel_7,Territory_25,145,12.5,1812.5,8.62,1249.9,0.3104,TRUE,1.70883962659121,-1.27484853350769
16-NOV-12,Product_3,Customer_490,Channel_7,Territory_38,1,404.2,404.2,404.2,404.2,0,FALSE,-1.65493504413209,1.84583123446643
21-NOV-12,Product_114,Customer_1480,Channel_7,Territory_15,1,41.16,41.16,41.16,41.16,0,FALSE,-1.65493504413209,-0.204986715151987
14-AUG-12,Product_61,Customer_723,Channel_8,Territory_50,10,60,600,60,600,0,FALSE,-0.0986176251432948,0.133348488601681
07-DEC-12,Product_53,Customer_1726,Channel_8,Territory_111,20,67,1340,67,1340,0,FALSE,0.36988060074668,0.2324114929523
03-DEC-12,Product_42,Customer_312,Channel_7,Territory_92,1,82,82,82,82,0,FALSE,-1.65493504413209,0.413777302459269
09-OCT-12,Product_32,Customer_1645,Channel_4,Territory_39,34,108.5,3689,63.82,2169.88,0.411797235023041,TRUE,0.728532271274866,0.665170082035682
24-JUL-12,Product_8,Customer_1702,Channel_7,Territory_31,39,13.9,542.1,10.69,416.91,0.230935251798561,TRUE,0.821266518519811,-1.17954510714
26-DEC-12,Product_122,Customer_736,Channel_8,Territory_45,5,55,275,55,275,0,FALSE,-0.56711585103327,0.0552355735361577
04-OCT-12,Product_98,Customer_357,Channel_4,Territory_54,15,42.25,633.75,42.25,633.75,0,FALSE,0.17543626865673,-0.181522291038506
05-SEP-12,Product_47,Customer_332,Channel_7,Territory_31,2,114.8,229.6,114.8,229.6,0,FALSE,-1.18643681824211,0.71583926435917
10-SEP-12,Product_42,Customer_1768,Channel_7,Territory_92,2,82,164,82,164,0,FALSE,-1.18643681824211,0.413777302459269
14-AUG-12,Product_95,Customer_583,Channel_8,Territory_50,50,25.2,1260,25.2,1260,0,FALSE,0.989201567955523,-0.645434706295793
10-SEP-12,Product_133,Customer_1597,Channel_7,Territory_15,12,17.29,207.48,17.29,207.48,0,FALSE,0.0246135273378611,-0.983624516543269
05-OCT-12,Product_23,Customer_642,Channel_7,Territory_15,120,14.56,1747.2,14.56,1747.2,0,FALSE,1.58093094632665,-1.13790002611141
06-DEC-12,Product_59,Customer_1190,Channel_4,Territory_14,29,12.5,362.5,8.62,249.98,0.3104,TRUE,0.621020433492394,-1.27484853350769
04-DEC-12,Product_70,Customer_554,Channel_8,Territory_94,10,92,920,92,920,0,FALSE,-0.0986176251432948,0.517078745271708
24-OCT-12,Product_43,Customer_474,Channel_7,Territory_31,16,86.8,1388.8,54.25,868,0.375,TRUE,0.219057859427811,0.464846930348248
06-JUL-12,Product_94,Customer_123,Channel_4,Territory_39,20,70,1400,70,1400,0,FALSE,0.36988060074668,0.271734517845586
20-SEP-12,Product_59,Customer_214,Channel_7,Territory_32,15,12.5,187.5,8.33,124.95,0.3336,TRUE,0.17543626865673,-1.27484853350769
23-OCT-12,Product_27,Customer_163,Channel_6,Territory_95,450,39.05,17572.5,39.05,17572.5,0,FALSE,2.47430580733552,-0.252229005684476
16-JUL-12,Product_42,Customer_1596,Channel_7,Territory_97,2,82,164,82,164,0,FALSE,-1.18643681824211,0.413777302459269
23-NOV-12,Product_91,Customer_282,Channel_11,Territory_53,100,30,3000,15,1500,0.5,TRUE,1.4576997938455,-0.488912056125005
08-NOV-12,Product_62,Customer_328,Channel_7,Territory_1,4,14,56,10.5,42,0.25,TRUE,-0.717938592352138,-1.17310972329522
20-SEP-12,Product_52,Customer_995,Channel_4,Territory_17,40,40,1600,40,1600,0,FALSE,0.838378826636654,-0.23065059574175
19-JUL-12,Product_9,Customer_1778,Channel_7,Territory_32,90,6.5,585,6.5,585,0,FALSE,1.3864866142367,-1.86189938105056
04-OCT-12,Product_132,Customer_493,Channel_7,Territory_19,3,17.29,51.87,17.29,51.87,0,FALSE,-0.912382924442088,-0.983624516543269
08-NOV-12,Product_76,Customer_1257,Channel_4,Territory_92,10,64.5,645,64.5,645,0,FALSE,-0.0986176251432948,0.198273075372961
13-DEC-12,Product_70,Customer_1897,Channel_7,Territory_29,2,92,184,92,184,0,FALSE,-1.18643681824211,0.517078745271708
14-SEP-12,Product_47,Customer_51,Channel_11,Territory_92,3,114.8,344.4,114.8,344.4,0,FALSE,-0.912382924442088,0.71583926435917
25-JUL-12,Product_50,Customer_180,Channel_7,Territory_28,10,62.6,626,62.6,626,0,FALSE,-0.0986176251432948,0.171430931283363
03-JUL-12,Product_107,Customer_1334,Channel_10,Territory_108,10,340,3400,340,3400,0,FALSE,-0.0986176251432948,1.69055571367809
08-NOV-12,Product_32,Customer_1399,Channel_4,Territory_54,17,108.5,1844.5,63.82,1084.94,0.411797235023041,TRUE,0.260034045384892,0.665170082035682
05-DEC-12,Product_35,Customer_476,Channel_7,Territory_19,26,18.2,473.2,14,364,0.230769230769231,TRUE,0.547212624719787,-0.937576874423973
16-AUG-12,Product_43,Customer_1726,Channel_8,Territory_111,200,56,11200,56,11200,0,FALSE,1.92619801973547,0.0714113661581517
14-AUG-12,Product_63,Customer_642,Channel_7,Territory_15,24,43.33,1039.92,43.33,1039.92,0,FALSE,0.493111753227836,-0.15886273850588
05-OCT-12,Product_106,Customer_1677,Channel_4,Territory_10,200,50,10000,25,5000,0.5,TRUE,1.92619801973547,-0.0303274440543159
21-DEC-12,Product_37,Customer_921,Channel_4,Territory_21,46,110,5060,95.65,4399.9,0.130454545454545,TRUE,0.932843932873981,0.677496118262844
06-DEC-12,Product_130,Customer_221,Channel_7,Territory_35,70,107,7490,76.43,5350.1,0.285700934579439,TRUE,1.21662317528418,0.652672448152333
25-SEP-12,Product_4,Customer_37,Channel_7,Territory_1,6,6.93,41.58,6.93,41.58,0,FALSE,-0.443884698552114,-1.80439277815869
11-DEC-12,Product_54,Customer_367,Channel_7,Territory_92,13,13,169,10,130,0.230769230769231,TRUE,0.078714398829812,-1.23963883632387
28-AUG-12,Product_100,Customer_1414,Channel_4,Territory_88,17,64.5,1096.5,37.94,644.98,0.411782945736434,TRUE,0.260034045384892,0.198273075372961
17-OCT-12,Product_130,Customer_1565,Channel_8,Territory_94,5,82,410,82,410,0,FALSE,-0.56711585103327,0.413777302459269
04-OCT-12,Product_106,Customer_1351,Channel_4,Territory_67,18,50,900,27.78,500.04,0.4444,TRUE,0.298667421137886,-0.0303274440543159
18-SEP-12,Product_84,Customer_1348,Channel_7,Territory_29,1,77,77,77,77,0,FALSE,-1.65493504413209,0.357297535436059
13-AUG-12,Product_126,Customer_1498,Channel_7,Territory_41,1,243.8,243.8,243.8,243.8,0,FALSE,-1.65493504413209,1.39197231688515
02-OCT-12,Product_62,Customer_642,Channel_7,Territory_15,120,10,1200,10,1200,0,FALSE,1.58093094632665,-1.47517168519512
13-AUG-12,Product_52,Customer_1856,Channel_7,Territory_32,2,40,80,40,80,0,FALSE,-1.18643681824211,-0.23065059574175
03-SEP-12,Product_42,Customer_695,Channel_7,Territory_29,2,82,164,82,164,0,FALSE,-1.18643681824211,0.413777302459269
14-NOV-12,Product_32,Customer_1544,Channel_11,Territory_92,40,108.5,4340,67.81,2712.4,0.375023041474654,TRUE,0.838378826636654,0.665170082035682
01-NOV-12,Product_16,Customer_1588,Channel_10,Territory_75,50,52.9,2645,52.9,2645,0,FALSE,0.989201567955523,0.020286996831793
10-SEP-12,Product_58,Customer_723,Channel_8,Territory_50,10,54.9,549,54.9,549,0,FALSE,-0.0986176251432948,0.053601847512904
01-NOV-12,Product_12,Customer_1729,Channel_4,Territory_66,2,155,310,155,310,0,FALSE,-1.18643681824211,0.985368664862467
01-NOV-12,Product_135,Customer_187,Channel_7,Territory_35,15,13,195,13,195,0,FALSE,0.17543626865673,-1.23963883632387
24-AUG-12,Product_88,Customer_1468,Channel_8,Territory_12,5,21.7,108.5,21.7,108.5,0,FALSE,-0.56711585103327,-0.779674159105124
05-SEP-12,Product_100,Customer_1151,Channel_4,Territory_17,17,64.5,1096.5,37.94,644.98,0.411782945736434,TRUE,0.260034045384892,0.198273075372961
20-DEC-12,Product_8,Customer_1491,Channel_7,Territory_26,12,13.9,166.8,11.58,138.96,0.166906474820144,TRUE,0.0246135273378611,-1.17954510714
19-NOV-12,Product_98,Customer_1543,Channel_7,Territory_35,40,42.25,1690,42.25,1690,0,FALSE,0.838378826636654,-0.181522291038506
04-JUL-12,Product_71,Customer_775,Channel_8,Territory_18,5,75,375,75,375,0,FALSE,-0.56711585103327,0.333671640289115
05-NOV-12,Product_91,Customer_829,Channel_4,Territory_27,30,30,900,20,600,0.333333333333333,TRUE,0.643934494546704,-0.488912056125005
03-SEP-12,Product_130,Customer_494,Channel_10,Territory_57,60,82,4920,82,4920,0,FALSE,1.11243272043668,0.413777302459269
02-AUG-12,Product_60,Customer_1678,Channel_8,Territory_5,2,1250,2500,1250,2500,0,FALSE,-1.18643681824211,2.8593610382273
23-AUG-12,Product_66,Customer_1431,Channel_7,Territory_2,36,6.51,234.36,6.51,234.36,0,FALSE,0.76716564702786,-1.8605193159025
12-SEP-12,Product_52,Customer_793,Channel_7,Territory_29,1,40,40,40,40,0,FALSE,-1.65493504413209,-0.23065059574175
15-AUG-12,Product_102,Customer_1565,Channel_8,Territory_94,40,7.1,284,7.1,284,0,FALSE,0.838378826636654,-1.78263626441576
10-DEC-12,Product_94,Customer_758,Channel_8,Territory_5,10,70,700,70,700,0,FALSE,-0.0986176251432948,0.271734517845586
11-DEC-12,Product_2,Customer_1373,Channel_7,Territory_19,150,35.2,5280,23.47,3520.5,0.333238636363636,TRUE,1.73175368764552,-0.345410729838711
01-NOV-12,Product_115,Customer_1594,Channel_4,Territory_34,100,15,1500,7.5,750,0.5,TRUE,1.4576997938455,-1.11117260085169
26-SEP-12,Product_42,Customer_423,Channel_7,Territory_27,1,82,82,82,82,0,FALSE,-1.65493504413209,0.413777302459269
09-JUL-12,Product_43,Customer_1678,Channel_8,Territory_5,50,56,2800,56,2800,0,FALSE,0.989201567955523,0.0714113661581517
01-AUG-12,Product_73,Customer_552,Channel_7,Territory_35,6,16.67,100.02,16.67,100.02,0,FALSE,-0.443884698552114,-1.01640754463628
19-JUL-12,Product_98,Customer_63,Channel_11,Territory_22,10,42.25,422.5,42.25,422.5,0,FALSE,-0.0986176251432948,-0.181522291038506
11-OCT-12,Product_98,Customer_162,Channel_3,Territory_21,12,42.25,507,42.25,507,0,FALSE,0.0246135273378611,-0.181522291038506
12-NOV-12,Product_122,Customer_1245,Channel_4,Territory_97,50,90,4500,45,2250,0.5,TRUE,0.989201567955523,0.497347572945112
01-OCT-12,Product_50,Customer_1354,Channel_7,Territory_33,10,62.6,626,62.6,626,0,FALSE,-0.0986176251432948,0.171430931283363
21-NOV-12,Product_13,Customer_414,Channel_7,Territory_28,28,64.7,1811.6,55.46,1552.88,0.142812982998454,TRUE,0.597302208075337,0.201052434255585
10-JUL-12,Product_130,Customer_1671,Channel_8,Territory_12,36,107,3852,89.17,3210.12,0.166635514018692,TRUE,0.76716564702786,0.652672448152333
10-SEP-12,Product_121,Customer_605,Channel_8,Territory_70,30,24,720,24,720,0,FALSE,0.643934494546704,-0.689235207812439
30-OCT-12,Product_98,Customer_53,Channel_7,Territory_38,3,42.25,126.75,42.25,126.75,0,FALSE,-0.912382924442088,-0.181522291038506
01-OCT-12,Product_58,Customer_193,Channel_7,Territory_29,3,59.5,178.5,59.5,178.5,0,FALSE,-0.912382924442088,0.125836041397931
24-AUG-12,Product_32,Customer_1209,Channel_4,Territory_23,17,108.5,1844.5,63.82,1084.94,0.411797235023041,TRUE,0.260034045384892,0.665170082035682
08-AUG-12,Product_36,Customer_541,Channel_7,Territory_15,1,46.5,46.5,46.5,46.5,0,FALSE,-1.65493504413209,-0.0954764919349087
08-NOV-12,Product_135,Customer_667,Channel_7,Territory_32,6,9.3,55.8,9.3,55.8,0,FALSE,-0.443884698552114,-1.54032073307571
27-NOV-12,Product_98,Customer_453,Channel_7,Territory_38,4,42.25,169,42.25,169,0,FALSE,-0.717938592352138,-0.181522291038506
28-NOV-12,Product_72,Customer_1623,Channel_8,Territory_111,10,64.4,644,64.4,644,0,FALSE,-0.0986176251432948,0.196880162444923
27-SEP-12,Product_135,Customer_1788,Channel_7,Territory_33,60,13,780,13,780,0,FALSE,1.11243272043668,-1.23963883632387
04-DEC-12,Product_49,Customer_357,Channel_4,Territory_54,10,62.5,625,62.5,625,0,FALSE,-0.0986176251432948,0.169995707633119
14-AUG-12,Product_86,Customer_1883,Channel_7,Territory_35,35,39,1365,22.29,780.15,0.428461538461539,TRUE,0.748124949394206,-0.253379207253757
12-OCT-12,Product_66,Customer_622,Channel_4,Territory_49,140,7,980,5,700,0.285714285714286,TRUE,1.68512140117416,-1.79537026802191
05-NOV-12,Product_50,Customer_596,Channel_8,Territory_45,10,62.6,626,62.6,626,0,FALSE,-0.0986176251432948,0.171430931283363
12-NOV-12,Product_100,Customer_1883,Channel_7,Territory_35,85,64.5,5482.5,37.94,3224.9,0.411782945736434,TRUE,1.34785323848371,0.198273075372961
19-SEP-12,Product_4,Customer_1778,Channel_7,Territory_32,192,6.93,1330.56,6.93,1330.56,0,FALSE,1.89860643089776,-1.80439277815869
22-OCT-12,Product_3,Customer_596,Channel_8,Territory_45,3,404.2,1212.6,404.2,1212.6,0,FALSE,-0.912382924442088,1.84583123446643
27-AUG-12,Product_94,Customer_915,Channel_4,Territory_82,20,70,1400,70,1400,0,FALSE,0.36988060074668,0.271734517845586
03-OCT-12,Product_130,Customer_1346,Channel_7,Territory_33,12,107,1284,89.17,1070.04,0.166635514018692,TRUE,0.0246135273378611,0.652672448152333
04-SEP-12,Product_49,Customer_1678,Channel_8,Territory_5,5,57.7,288.5,57.7,288.5,0,FALSE,-0.56711585103327,0.0982584810656704
04-OCT-12,Product_116,Customer_60,Channel_7,Territory_19,6,6.51,39.06,6.51,39.06,0,FALSE,-0.443884698552114,-1.8605193159025
10-AUG-12,Product_98,Customer_764,Channel_7,Territory_29,6,42.25,253.5,42.25,253.5,0,FALSE,-0.443884698552114,-0.181522291038506
20-SEP-12,Product_85,Customer_523,Channel_7,Territory_33,2,66,132,66,132,0,FALSE,-1.18643681824211,0.218911506192154
09-OCT-12,Product_26,Customer_1737,Channel_7,Territory_15,6,17.29,103.74,17.29,103.74,0,FALSE,-0.443884698552114,-0.983624516543269
05-DEC-12,Product_43,Customer_474,Channel_7,Territory_31,16,86.8,1388.8,54.25,868,0.375,TRUE,0.219057859427811,0.464846930348248
09-OCT-12,Product_111,Customer_1485,Channel_7,Territory_29,13,53,689,40.77,530.01,0.230754716981132,TRUE,0.078714398829812,0.0219824311450088
14-DEC-12,Product_70,Customer_1435,Channel_7,Territory_31,22,92,2024,83.64,1840.08,0.0908695652173913,TRUE,0.434300757677144,0.517078745271708
11-DEC-12,Product_63,Customer_316,Channel_7,Territory_15,2,50,100,50,100,0,FALSE,-1.18643681824211,-0.0303274440543159
16-OCT-12,Product_44,Customer_42,Channel_8,Territory_6,1,410,410,410,410,0,FALSE,-1.65493504413209,1.85862154360008
03-SEP-12,Product_50,Customer_1803,Channel_8,Territory_45,10,62.6,626,62.6,626,0,FALSE,-0.0986176251432948,0.171430931283363
22-NOV-12,Product_101,Customer_723,Channel_8,Territory_50,3,55,165,55,165,0,FALSE,-0.912382924442088,0.0552355735361577
18-SEP-12,Product_58,Customer_119,Channel_7,Territory_27,2,59.5,119,59.5,119,0,FALSE,-1.18643681824211,0.125836041397931
18-OCT-12,Product_102,Customer_723,Channel_8,Territory_50,10,7.1,71,7.1,71,0,FALSE,-0.0986176251432948,-1.78263626441576
13-SEP-12,Product_72,Customer_461,Channel_7,Territory_35,38,108.5,4123,57.11,2170.18,0.473640552995392,TRUE,0.803709685515418,0.665170082035682
20-DEC-12,Product_28,Customer_1778,Channel_7,Territory_32,48,6.93,332.64,6.93,332.64,0,FALSE,0.961609979117811,-1.80439277815869
06-NOV-12,Product_59,Customer_723,Channel_8,Territory_50,10,8.6,86,8.6,86,0,FALSE,-0.0986176251432948,-1.61057025011128
16-AUG-12,Product_135,Customer_679,Channel_4,Territory_91,100,13,1300,13,1300,0,FALSE,1.4576997938455,-1.23963883632387
03-DEC-12,Product_90,Customer_1171,Channel_4,Territory_27,1,41,41,41,41,0,FALSE,-1.65493504413209,-0.208483242267417
17-DEC-12,Product_123,Customer_217,Channel_7,Territory_32,1,35.29,35.29,35.29,35.29,0,FALSE,-1.65493504413209,-0.343118321210961
29-AUG-12,Product_104,Customer_31,Channel_11,Territory_14,30,13.5,405,13.5,405,0,FALSE,0.643934494546704,-1.20575812857895
20-JUL-12,Product_70,Customer_536,Channel_11,Territory_71,2,92,184,92,184,0,FALSE,-1.18643681824211,0.517078745271708
06-DEC-12,Product_126,Customer_1201,Channel_4,Territory_113,1,239,239,239,239,0,FALSE,-1.65493504413209,1.37412121268448
29-OCT-12,Product_35,Customer_1726,Channel_8,Territory_111,30,13.5,405,13.5,405,0,FALSE,0.643934494546704,-1.20575812857895
07-SEP-12,Product_100,Customer_1611,Channel_4,Territory_39,85,64.5,5482.5,37.94,3224.9,0.411782945736434,TRUE,1.34785323848371,0.198273075372961
01-AUG-12,Product_30,Customer_1891,Channel_7,Territory_38,34,86.8,2951.2,51.06,1736.04,0.411751152073733,TRUE,0.728532271274866,0.464846930348248
05-NOV-12,Product_112,Customer_168,Channel_11,Territory_27,40,90,3600,45,1800,0.5,TRUE,0.838378826636654,0.497347572945112
28-AUG-12,Product_116,Customer_1491,Channel_7,Territory_26,36,6.51,234.36,6.51,234.36,0,FALSE,0.76716564702786,-1.8605193159025
26-DEC-12,Product_72,Customer_482,Channel_7,Territory_31,74,108.5,8029,58.65,4340.1,0.459447004608295,TRUE,1.25418284141161,0.665170082035682
