PricingDate,Product,Customer,Channel,Territory,ContractQuantity,InvoicePrice,InvoiceAmount,NetPrice,NetAmount
16-OCT-12,Product_49,Customer_1803,Channel_8,Territory_45,10,57.7,577,57.7,577
14-SEP-12,Product_132,Customer_736,Channel_8,Territory_45,3,14.2,42.6,14.2,42.6
01-NOV-12,Product_124,Customer_1763,Channel_7,Territory_31,3,18.13,54.39,18.13,54.39
09-JUL-12,Product_57,Customer_1347,Channel_8,Territory_45,10,9.9,99,9.9,99
12-SEP-12,Product_3,Customer_499,Channel_7,Territory_28,2,404.2,808.4,404.2,808.4
05-NOV-12,Product_103,Customer_1836,Channel_8,Territory_6,3,750,2250,750,2250
21-DEC-12,Product_72,Customer_499,Channel_7,Territory_28,370,108.5,40145,58.65,21700.5
25-SEP-12,Product_17,Customer_1406,Channel_7,Territory_31,1,323.4,323.4,323.4,323.4
03-NOV-12,Product_20,Customer_1656,Channel_4,Territory_10,25,75,1875,30,750
21-NOV-12,Product_58,Customer_415,Channel_7,Territory_31,3,59.5,178.5,59.5,178.5
11-OCT-12,Product_31,Customer_464,Channel_7,Territory_33,9,108.5,976.5,60.28,542.52
14-NOV-12,Product_36,Customer_1623,Channel_8,Territory_111,5,50,250,50,250
13-AUG-12,Product_123,Customer_1471,Channel_7,Territory_32,10,35.29,352.9,35.29,352.9
25-JUL-12,Product_16,Customer_1726,Channel_8,Territory_111,30,41.7,1251,41.7,1251
10-AUG-12,Product_5,Customer_1726,Channel_8,Territory_111,70,37,2590,37,2590
22-DEC-12,Product_59,Customer_755,Channel_7,Territory_32,15,12.5,187.5,8.33,124.95
10-SEP-12,Product_130,Customer_1132,Channel_4,Territory_22,13,107,1391,82.31,1070.03
04-DEC-12,Product_101,Customer_1438,Channel_7,Territory_31,17,92.9,1579.3,54.65,929.05
23-JUL-12,Product_106,Customer_59,Channel_4,Territory_21,30,50,1500,33.33,999.9
13-DEC-12,Product_30,Customer_1225,Channel_4,Territory_10,34,86.8,2951.2,51.06,1736.04
28-AUG-12,Product_7,Customer_741,Channel_4,Territory_14,12,25,300,12.5,150
07-DEC-12,Product_43,Customer_1262,Channel_4,Territory_23,16,86.8,1388.8,54.25,868
08-NOV-12,Product_35,Customer_1536,Channel_7,Territory_33,26,18.2,473.2,14,364
23-AUG-12,Product_20,Customer_243,Channel_10,Territory_30,75,75,5625,30,2250
07-AUG-12,Product_50,Customer_1671,Channel_8,Territory_12,15,62.6,939,62.6,939
12-JUL-12,Product_32,Customer_474,Channel_7,Territory_31,16,108.5,1736,67.81,1084.96
04-SEP-12,Product_7,Customer_1262,Channel_4,Territory_23,20,25,500,12.5,250
22-NOV-12,Product_126,Customer_920,Channel_4,Territory_61,5,239,1195,239,1195
16-AUG-12,Product_71,Customer_1726,Channel_8,Territory_111,60,75,4500,75,4500
04-JUL-12,Product_52,Customer_1262,Channel_4,Territory_23,10,40,400,40,400
14-NOV-12,Product_8,Customer_1623,Channel_8,Territory_111,20,12.1,242,12.1,242
19-OCT-12,Product_16,Customer_464,Channel_7,Territory_33,13,52.9,687.7,40.69,528.97
17-JUL-12,Product_115,Customer_1214,Channel_4,Territory_103,60,15,900,7.5,450
07-AUG-12,Product_33,Customer_1623,Channel_8,Territory_111,5,40,200,40,200
27-AUG-12,Product_86,Customer_1623,Channel_8,Territory_111,3,22,66,22,66
28-DEC-12,Product_60,Customer_1726,Channel_8,Territory_109,2,1230,2460,1230,2460
27-DEC-12,Product_72,Customer_482,Channel_7,Territory_31,74,108.5,8029,58.65,4340.1
23-JUL-12,Product_10,Customer_775,Channel_8,Territory_18,5,51,255,51,255
25-SEP-12,Product_91,Customer_1677,Channel_4,Territory_10,200,30,6000,15,3000
29-OCT-12,Product_104,Customer_31,Channel_11,Territory_14,30,13.5,405,13.5,405
04-DEC-12,Product_131,Customer_1726,Channel_8,Territory_110,10,2350,23500,1175,11750
09-OCT-12,Product_32,Customer_1160,Channel_4,Territory_23,35,108.5,3797.5,77.5,2712.5
26-DEC-12,Product_100,Customer_1674,Channel_5,Territory_12,100,46.7,4670,46.7,4670
05-OCT-12,Product_71,Customer_1671,Channel_8,Territory_12,5,75,375,75,375
27-DEC-12,Product_30,Customer_482,Channel_7,Territory_31,74,86.8,6423.2,46.92,3472.08
05-JUL-12,Product_3,Customer_1674,Channel_5,Territory_12,15,257.8,3867,257.8,3867
27-DEC-12,Product_63,Customer_1671,Channel_8,Territory_12,2,46.43,92.86,46.43,92.86
28-NOV-12,Product_97,Customer_1623,Channel_8,Territory_111,15,94.5,1417.5,94.5,1417.5
29-OCT-12,Product_38,Customer_1726,Channel_8,Territory_111,80,140,11200,140,11200
06-DEC-12,Product_49,Customer_1623,Channel_8,Territory_111,20,57.7,1154,57.7,1154
27-SEP-12,Product_30,Customer_1677,Channel_4,Territory_10,80,86.8,6944,54.25,4340
19-NOV-12,Product_49,Customer_474,Channel_7,Territory_31,3,62.5,187.5,62.5,187.5
16-NOV-12,Product_135,Customer_157,Channel_7,Territory_19,20,13,260,13,260
08-NOV-12,Product_90,Customer_243,Channel_10,Territory_30,10,41,410,41,410
01-AUG-12,Product_33,Customer_1623,Channel_8,Territory_111,5,40,200,40,200
14-DEC-12,Product_43,Customer_894,Channel_4,Territory_67,121,86.8,10502.8,43.04,5207.84
06-DEC-12,Product_58,Customer_546,Channel_7,Territory_19,1,59.5,59.5,59.5,59.5
26-SEP-12,Product_52,Customer_1471,Channel_7,Territory_32,1,40,40,40,40
24-OCT-12,Product_41,Customer_600,Channel_6,Territory_113,1,986,986,986,986
04-DEC-12,Product_135,Customer_1205,Channel_4,Territory_17,30,13,390,13,390
10-OCT-12,Product_35,Customer_477,Channel_7,Territory_28,70,18.2,1274,13,910
20-DEC-12,Product_101,Customer_719,Channel_4,Territory_54,190,92.9,17651,48.89,9289.1
11-SEP-12,Product_131,Customer_758,Channel_8,Territory_5,8,2350,18800,1175,9400
19-JUL-12,Product_100,Customer_355,Channel_4,Territory_22,17,64.5,1096.5,37.94,644.98
13-SEP-12,Product_84,Customer_399,Channel_7,Territory_29,13,77,1001,59.23,769.99
02-NOV-12,Product_102,Customer_1747,Channel_7,Territory_28,22,10.3,226.6,7.02,154.44
10-OCT-12,Product_106,Customer_59,Channel_4,Territory_21,34,50,1700,29.41,999.94
29-AUG-12,Product_113,Customer_159,Channel_7,Territory_68,1,1200,1200,1200,1200
21-SEP-12,Product_20,Customer_1205,Channel_4,Territory_17,75,75,5625,30,2250
24-JUL-12,Product_21,Customer_1132,Channel_4,Territory_22,6,90,540,75,450
03-JUL-12,Product_58,Customer_159,Channel_7,Territory_33,3,59.5,178.5,59.5,178.5
20-JUL-12,Product_48,Customer_758,Channel_8,Territory_5,16,1225,19600,765.62,12249.92
04-SEP-12,Product_115,Customer_1394,Channel_4,Territory_10,24,16.5,396,8.25,198
05-SEP-12,Product_135,Customer_302,Channel_7,Territory_32,2,9.3,18.6,9.3,18.6
10-DEC-12,Product_58,Customer_425,Channel_7,Territory_33,2,59.5,119,59.5,119
15-AUG-12,Product_113,Customer_758,Channel_8,Territory_5,1,1200,1200,1200,1200
07-DEC-12,Product_98,Customer_1726,Channel_8,Territory_111,300,39,11700,39,11700
25-JUL-12,Product_33,Customer_464,Channel_7,Territory_33,51,64,3264,37.65,1920.15
01-AUG-12,Product_104,Customer_709,Channel_8,Territory_5,10,19.9,199,19.9,199
28-NOV-12,Product_43,Customer_868,Channel_4,Territory_54,8,86.8,694.4,54.25,434
19-DEC-12,Product_126,Customer_176,Channel_7,Territory_61,3,243.8,731.4,243.8,731.4
03-JUL-12,Product_33,Customer_494,Channel_10,Territory_57,12,40,480,40,480
28-NOV-12,Product_49,Customer_1623,Channel_8,Territory_111,13,57.7,750.1,57.7,750.1
25-OCT-12,Product_94,Customer_1726,Channel_8,Territory_111,150,70,10500,70,10500
03-NOV-12,Product_20,Customer_1726,Channel_8,Territory_111,50,50,2500,50,2500
07-DEC-12,Product_9,Customer_563,Channel_7,Territory_33,5,6.51,32.55,6.51,32.55
07-DEC-12,Product_38,Customer_1726,Channel_8,Territory_111,60,140,8400,140,8400
16-AUG-12,Product_34,Customer_1726,Channel_8,Territory_111,120,73.5,8820,73.5,8820
14-NOV-12,Product_54,Customer_1623,Channel_8,Territory_111,30,11,330,11,330
16-OCT-12,Product_52,Customer_1476,Channel_7,Territory_32,1,40,40,40,40
17-AUG-12,Product_85,Customer_465,Channel_7,Territory_19,1,66,66,66,66
05-JUL-12,Product_98,Customer_473,Channel_7,Territory_33,1,42.25,42.25,42.25,42.25
23-OCT-12,Product_94,Customer_1633,Channel_4,Territory_67,30,70,2100,70,2100
04-DEC-12,Product_126,Customer_719,Channel_4,Territory_85,30,239,7170,239,7170
17-DEC-12,Product_135,Customer_217,Channel_7,Territory_32,2,9.3,18.6,9.3,18.6
17-DEC-12,Product_115,Customer_1394,Channel_4,Territory_10,40,16.5,660,8.25,330
28-DEC-12,Product_130,Customer_1776,Channel_7,Territory_32,70,107,7490,76.43,5350.1
01-OCT-12,Product_16,Customer_741,Channel_4,Territory_14,56,52.9,2962.4,37.79,2116.24
03-OCT-12,Product_130,Customer_447,Channel_7,Territory_28,65,107,6955,82.31,5350.15
18-SEP-12,Product_52,Customer_1709,Channel_7,Territory_32,5,40,200,40,200
15-AUG-12,Product_130,Customer_384,Channel_4,Territory_52,24,107,2568,89.17,2140.08
27-AUG-12,Product_47,Customer_159,Channel_7,Territory_33,1,114.8,114.8,114.8,114.8
24-SEP-12,Product_3,Customer_755,Channel_7,Territory_32,1,404.2,404.2,404.2,404.2
11-DEC-12,Product_114,Customer_1607,Channel_7,Territory_32,11,30,330,30,330
02-OCT-12,Product_130,Customer_399,Channel_7,Territory_29,120,107,12840,89.17,10700.4
13-AUG-12,Product_123,Customer_1476,Channel_7,Territory_32,3,35.29,105.87,35.29,105.87
13-SEP-12,Product_94,Customer_59,Channel_4,Territory_21,10,70,700,70,700
19-NOV-12,Product_129,Customer_758,Channel_8,Territory_5,4,2350,9400,1175,4700
04-JUL-12,Product_63,Customer_719,Channel_4,Territory_54,40,65,2600,40.62,1624.8
21-SEP-12,Product_128,Customer_758,Channel_8,Territory_5,6,750,4500,375,2250
05-DEC-12,Product_35,Customer_468,Channel_7,Territory_28,26,18.2,473.2,14,364
06-DEC-12,Product_98,Customer_1623,Channel_8,Territory_111,20,39,780,39,780
05-SEP-12,Product_47,Customer_709,Channel_8,Territory_5,1,114.8,114.8,114.8,114.8
07-DEC-12,Product_3,Customer_1726,Channel_8,Territory_111,15,404.2,6063,404.2,6063
20-NOV-12,Product_59,Customer_414,Channel_7,Territory_28,120,12.5,1500,8.33,999.6
04-JUL-12,Product_111,Customer_1726,Channel_8,Territory_111,20,33,660,33,660
24-JUL-12,Product_135,Customer_1622,Channel_7,Territory_28,40,13,520,13,520
05-SEP-12,Product_18,Customer_1726,Channel_8,Territory_111,1,275.8,275.8,275.8,275.8
23-NOV-12,Product_53,Customer_1726,Channel_8,Territory_111,10,67,670,67,670
03-JUL-12,Product_24,Customer_157,Channel_7,Territory_19,22,17.08,375.76,15.53,341.66
10-SEP-12,Product_37,Customer_1028,Channel_4,Territory_23,22,110,2420,100,2200
06-DEC-12,Product_130,Customer_494,Channel_10,Territory_57,30,82,2460,82,2460
16-OCT-12,Product_126,Customer_709,Channel_8,Territory_5,1,239,239,239,239
29-OCT-12,Product_118,Customer_1726,Channel_8,Territory_111,20,100,2000,100,2000
30-OCT-12,Product_30,Customer_990,Channel_4,Territory_21,16,86.8,1388.8,54.25,868
06-SEP-12,Product_12,Customer_1726,Channel_8,Territory_111,2,155,310,155,310
23-OCT-12,Product_123,Customer_709,Channel_8,Territory_5,10,50,500,50,500
24-OCT-12,Product_120,Customer_1190,Channel_4,Territory_14,20,30,600,15,300
05-OCT-12,Product_135,Customer_1439,Channel_7,Territory_28,20,13,260,13,260
28-DEC-12,Product_113,Customer_237,Channel_10,Territory_4,3,1200,3600,1200,3600
04-JUL-12,Product_54,Customer_1726,Channel_8,Territory_111,40,11,440,11,440
01-AUG-12,Product_126,Customer_920,Channel_4,Territory_61,5,239,1195,239,1195
08-NOV-12,Product_108,Customer_1406,Channel_7,Territory_31,2,66.3,132.6,66.3,132.6
11-OCT-12,Product_123,Customer_215,Channel_7,Territory_32,2,35.29,70.58,35.29,70.58
09-AUG-12,Product_101,Customer_559,Channel_8,Territory_112,100,54.65,5465,54.65,5465
26-NOV-12,Product_52,Customer_1476,Channel_7,Territory_32,2,40,80,40,80
18-DEC-12,Product_135,Customer_1709,Channel_7,Territory_32,8,9.3,74.4,9.3,74.4
27-JUL-12,Product_94,Customer_1205,Channel_4,Territory_17,30,70,2100,70,2100
02-OCT-12,Product_98,Customer_464,Channel_7,Territory_33,10,42.25,422.5,42.25,422.5
29-AUG-12,Product_20,Customer_788,Channel_4,Territory_63,25,75,1875,30,750
02-OCT-12,Product_72,Customer_709,Channel_8,Territory_5,2,64.4,128.8,64.4,128.8
03-NOV-12,Product_97,Customer_1726,Channel_8,Territory_111,150,94.5,14175,94.5,14175
08-OCT-12,Product_8,Customer_935,Channel_4,Territory_49,13,13.9,180.7,10.69,138.97
25-JUL-12,Product_49,Customer_1623,Channel_8,Territory_111,5,57.7,288.5,57.7,288.5
20-JUL-12,Product_7,Customer_1677,Channel_4,Territory_10,100,25,2500,12.5,1250
24-JUL-12,Product_57,Customer_1468,Channel_8,Territory_12,40,9.9,396,9.9,396
07-AUG-12,Product_90,Customer_894,Channel_4,Territory_67,2,41,82,41,82
20-SEP-12,Product_17,Customer_1354,Channel_7,Territory_33,1,323.4,323.4,323.4,323.4
04-DEC-12,Product_75,Customer_1726,Channel_8,Territory_111,20,22,440,22,440
10-OCT-12,Product_106,Customer_1726,Channel_8,Territory_111,195,27,5265,27,5265
19-DEC-12,Product_41,Customer_1726,Channel_8,Territory_110,2,985,1970,985,1970
12-OCT-12,Product_91,Customer_132,Channel_4,Territory_27,15,30,450,20,300
05-JUL-12,Product_135,Customer_547,Channel_7,Territory_19,6,13,78,13,78
07-AUG-12,Product_42,Customer_688,Channel_7,Territory_25,1,82,82,82,82
01-OCT-12,Product_121,Customer_270,Channel_4,Territory_72,30,26.4,792,17.6,528
21-SEP-12,Product_123,Customer_1712,Channel_7,Territory_32,1,35.29,35.29,35.29,35.29
05-NOV-12,Product_98,Customer_1457,Channel_7,Territory_29,2,42.25,84.5,42.25,84.5
11-OCT-12,Product_98,Customer_1895,Channel_7,Territory_29,3,42.25,126.75,42.25,126.75
24-OCT-12,Product_52,Customer_1712,Channel_7,Territory_32,3,40,120,40,120
09-OCT-12,Product_25,Customer_1728,Channel_8,Territory_99,6,14.2,85.2,14.2,85.2
20-SEP-12,Product_116,Customer_539,Channel_7,Territory_27,3,6.51,19.53,6.51,19.53
04-DEC-12,Product_70,Customer_121,Channel_7,Territory_29,1,92,92,92,92
21-SEP-12,Product_113,Customer_1728,Channel_8,Territory_9,1,1650,1650,1650,1650
01-OCT-12,Product_90,Customer_1895,Channel_7,Territory_29,2,53.34,106.68,53.34,106.68
24-DEC-12,Product_52,Customer_150,Channel_7,Territory_25,4,40,160,40,160
24-AUG-12,Product_115,Customer_1151,Channel_4,Territory_17,48,15,720,7.5,360
06-NOV-12,Product_20,Customer_884,Channel_4,Territory_34,100,75,7500,30,3000
23-AUG-12,Product_95,Customer_567,Channel_11,Territory_92,25,40,1000,16,400
15-AUG-12,Product_126,Customer_580,Channel_8,Territory_90,15,239,3585,239,3585
23-NOV-12,Product_104,Customer_1592,Channel_7,Territory_31,20,16,320,16,320
27-AUG-12,Product_4,Customer_1880,Channel_7,Territory_2,6,6.93,41.58,6.93,41.58
24-JUL-12,Product_124,Customer_309,Channel_7,Territory_28,8,16.68,133.44,16.68,133.44
12-JUL-12,Product_68,Customer_884,Channel_4,Territory_34,30,45,1350,22.5,675
16-AUG-12,Product_74,Customer_1885,Channel_7,Territory_32,12,17.29,207.48,17.29,207.48
06-DEC-12,Product_43,Customer_580,Channel_8,Territory_90,5,56,280,56,280
15-AUG-12,Product_55,Customer_580,Channel_8,Territory_90,2,975,1950,975,1950
13-JUL-12,Product_106,Customer_580,Channel_8,Territory_90,115,24,2760,20.87,2400.05
12-DEC-12,Product_59,Customer_441,Channel_7,Territory_31,475,12.5,5937.5,7.89,3747.75
04-DEC-12,Product_70,Customer_554,Channel_8,Territory_94,10,92,920,92,920
22-OCT-12,Product_26,Customer_1443,Channel_4,Territory_91,12,18.5,222,18.5,222
07-SEP-12,Product_31,Customer_309,Channel_7,Territory_28,34,108.5,3689,63.82,2169.88
18-SEP-12,Product_126,Customer_1705,Channel_7,Territory_69,1,243.8,243.8,243.8,243.8
05-SEP-12,Product_35,Customer_405,Channel_7,Territory_26,26,18.2,473.2,14,364
19-JUL-12,Product_98,Customer_1435,Channel_7,Territory_31,4,42.25,169,42.25,169
16-AUG-12,Product_25,Customer_642,Channel_7,Territory_15,150,16.55,2482.5,16.55,2482.5
09-JUL-12,Product_98,Customer_1104,Channel_11,Territory_53,80,39,3120,39,3120
12-OCT-12,Product_4,Customer_1742,Channel_7,Territory_2,6,6.93,41.58,6.93,41.58
07-DEC-12,Product_7,Customer_714,Channel_11,Territory_27,15,25,375,11.67,175.05
05-DEC-12,Product_36,Customer_1,Channel_7,Territory_15,10,46.5,465,46.5,465
12-JUL-12,Product_135,Customer_844,Channel_4,Territory_16,60,13,780,13,780
25-OCT-12,Product_90,Customer_230,Channel_8,Territory_94,20,41,820,41,820
19-SEP-12,Product_123,Customer_542,Channel_7,Territory_15,2,50,100,50,100
06-SEP-12,Product_52,Customer_1752,Channel_7,Territory_29,5,40,200,40,200
05-DEC-12,Product_12,Customer_174,Channel_7,Territory_113,1,155,155,155,155
11-SEP-12,Product_36,Customer_1490,Channel_7,Territory_15,2,46.5,93,46.5,93
19-OCT-12,Product_8,Customer_422,Channel_7,Territory_19,65,13.9,903.5,10.69,694.85
24-JUL-12,Product_124,Customer_493,Channel_7,Territory_19,6,18.13,108.78,18.13,108.78
07-AUG-12,Product_98,Customer_417,Channel_7,Territory_29,3,42.25,126.75,42.25,126.75
08-NOV-12,Product_60,Customer_797,Channel_11,Territory_62,4,1250,5000,1250,5000
24-DEC-12,Product_106,Customer_554,Channel_8,Territory_94,60,50,3000,33.33,1999.8
09-JUL-12,Product_32,Customer_795,Channel_4,Territory_91,17,108.5,1844.5,63.82,1084.94
18-SEP-12,Product_59,Customer_766,Channel_7,Territory_92,13,12.5,162.5,9.62,125.06
09-OCT-12,Product_124,Customer_358,Channel_7,Territory_15,12,18.13,217.56,18.13,217.56
11-DEC-12,Product_11,Customer_156,Channel_7,Territory_25,14,25,350,17.86,250.04
14-DEC-12,Product_106,Customer_51,Channel_11,Territory_92,15,50,750,33.33,499.95
10-JUL-12,Product_63,Customer_1885,Channel_7,Territory_32,1,50,50,50,50
04-DEC-12,Product_20,Customer_554,Channel_8,Territory_94,38,58,2204,30.53,1160.14
05-NOV-12,Product_126,Customer_554,Channel_8,Territory_94,1,239,239,239,239
24-OCT-12,Product_98,Customer_486,Channel_7,Territory_29,4,42.25,169,42.25,169
02-JUL-12,Product_72,Customer_1353,Channel_11,Territory_53,340,108.5,36890,63.82,21698.8
12-NOV-12,Product_47,Customer_530,Channel_7,Territory_19,1,114.8,114.8,114.8,114.8
08-AUG-12,Product_101,Customer_1755,Channel_7,Territory_92,17,92.9,1579.3,54.65,929.05
19-SEP-12,Product_114,Customer_166,Channel_7,Territory_15,1,41.16,41.16,41.16,41.16
27-SEP-12,Product_123,Customer_409,Channel_7,Territory_92,10,40,400,40,400
06-DEC-12,Product_130,Customer_1668,Channel_8,Territory_90,320,82,26240,76.88,24601.6
06-DEC-12,Product_31,Customer_700,Channel_4,Territory_23,17,108.5,1844.5,63.82,1084.94
13-JUL-12,Product_34,Customer_610,Channel_8,Territory_90,10,94.1,941,94.1,941
02-OCT-12,Product_130,Customer_1894,Channel_7,Territory_29,280,107,29960,76.43,21400.4
26-NOV-12,Product_30,Customer_88,Channel_7,Territory_38,72,86.8,6249.6,48.22,3471.84
12-SEP-12,Product_98,Customer_905,Channel_11,Territory_103,10,42.25,422.5,42.25,422.5
01-OCT-12,Product_130,Customer_1822,Channel_7,Territory_29,65,107,6955,82.31,5350.15
03-AUG-12,Product_8,Customer_150,Channel_7,Territory_25,2,12.09,24.18,12.09,24.18
26-SEP-12,Product_32,Customer_377,Channel_7,Territory_92,16,108.5,1736,67.81,1084.96
05-DEC-12,Product_25,Customer_429,Channel_7,Territory_19,3,17.29,51.87,17.29,51.87
11-OCT-12,Product_35,Customer_88,Channel_7,Territory_38,26,18.2,473.2,14,364
23-NOV-12,Product_63,Customer_193,Channel_7,Territory_29,10,46.23,462.3,46.23,462.3
10-SEP-12,Product_37,Customer_485,Channel_7,Territory_19,2,110,220,110,220
07-DEC-12,Product_92,Customer_422,Channel_7,Territory_19,39,24.5,955.5,18.85,735.15
19-DEC-12,Product_133,Customer_510,Channel_7,Territory_19,3,17.29,51.87,17.29,51.87
02-AUG-12,Product_123,Customer_1894,Channel_7,Territory_29,30,40,1200,40,1200
16-OCT-12,Product_98,Customer_1687,Channel_7,Territory_29,20,42.25,845,42.25,845
15-OCT-12,Product_123,Customer_417,Channel_7,Territory_29,3,40,120,40,120
26-DEC-12,Product_60,Customer_193,Channel_7,Territory_20,2,1450,2900,1450,2900
12-JUL-12,Product_132,Customer_417,Channel_7,Territory_29,6,14.8,88.8,14.8,88.8
17-DEC-12,Product_63,Customer_368,Channel_7,Territory_33,6,46.23,277.38,46.23,277.38
22-OCT-12,Product_30,Customer_1543,Channel_7,Territory_35,175,86.8,15190,49.6,8680
24-SEP-12,Product_124,Customer_333,Channel_7,Territory_38,6,16.67,100.02,16.67,100.02
13-AUG-12,Product_72,Customer_1612,Channel_4,Territory_88,34,108.5,3689,63.82,2169.88
25-JUL-12,Product_126,Customer_907,Channel_4,Territory_69,5,239,1195,239,1195
29-OCT-12,Product_130,Customer_1051,Channel_4,Territory_92,6,107,642,89.17,535.02
10-DEC-12,Product_72,Customer_1543,Channel_7,Territory_35,185,108.5,20072.5,58.65,10850.25
21-NOV-12,Product_130,Customer_1543,Channel_7,Territory_35,650,107,69550,82.31,53501.5
24-SEP-12,Product_54,Customer_1442,Channel_8,Territory_50,5,12.7,63.5,12.7,63.5
21-NOV-12,Product_100,Customer_1559,Channel_4,Territory_92,9,64.5,580.5,35.83,322.47
04-OCT-12,Product_94,Customer_1241,Channel_4,Territory_23,30,70,2100,70,2100
04-SEP-12,Product_108,Customer_1379,Channel_11,Territory_97,10,66.3,663,66.3,663
04-SEP-12,Product_47,Customer_1608,Channel_7,Territory_38,1,114.8,114.8,114.8,114.8
16-NOV-12,Product_47,Customer_1062,Channel_4,Territory_92,5,114.8,574,114.8,574
03-JUL-12,Product_57,Customer_1553,Channel_7,Territory_15,6,9.86,59.16,9.86,59.16
29-OCT-12,Product_31,Customer_576,Channel_4,Territory_92,17,108.5,1844.5,63.82,1084.94
04-SEP-12,Product_59,Customer_1765,Channel_7,Territory_29,29,12.5,362.5,8.62,249.98
05-DEC-12,Product_74,Customer_166,Channel_7,Territory_15,6,17.29,103.74,17.29,103.74
02-JUL-12,Product_90,Customer_258,Channel_10,Territory_34,10,41,410,41,410
27-JUL-12,Product_28,Customer_642,Channel_7,Territory_15,1152,5.13,5909.76,5.13,5909.76
20-NOV-12,Product_126,Customer_1886,Channel_4,Territory_69,10,239,2390,239,2390
11-OCT-12,Product_123,Customer_321,Channel_7,Territory_32,1,35.29,35.29,35.29,35.29
16-OCT-12,Product_59,Customer_321,Channel_7,Territory_32,15,12.5,187.5,8.33,124.95
29-NOV-12,Product_23,Customer_642,Channel_7,Territory_15,120,16.55,1986,16.55,1986
20-SEP-12,Product_98,Customer_389,Channel_7,Territory_38,5,42.25,211.25,42.25,211.25
24-OCT-12,Product_135,Customer_1752,Channel_7,Territory_29,5,13,65,13,65
21-NOV-12,Product_123,Customer_665,Channel_7,Territory_31,10,40,400,40,400
04-JUL-12,Product_126,Customer_1275,Channel_11,Territory_98,5,239,1195,239,1195
28-DEC-12,Product_16,Customer_230,Channel_8,Territory_94,15,41.7,625.5,41.7,625.5
05-DEC-12,Product_35,Customer_1,Channel_7,Territory_15,12,13.48,161.76,13.48,161.76
25-OCT-12,Product_136,Customer_642,Channel_7,Territory_15,600,5.48,3288,5.48,3288
21-NOV-12,Product_52,Customer_710,Channel_7,Territory_26,30,40,1200,40,1200
24-DEC-12,Product_87,Customer_593,Channel_6,Territory_36,30,150,4500,150,4500
28-DEC-12,Product_17,Customer_1411,Channel_7,Territory_33,1,323.4,323.4,323.4,323.4
27-AUG-12,Product_60,Customer_1449,Channel_4,Territory_20,3,1250,3750,1250,3750
02-NOV-12,Product_100,Customer_1614,Channel_7,Territory_38,170,64.5,10965,37.94,6449.8
04-DEC-12,Product_80,Customer_1614,Channel_7,Territory_38,11,146.9,1615.9,133.55,1469.05
07-DEC-12,Product_92,Customer_40,Channel_7,Territory_19,28,24.5,686,17.5,490
17-AUG-12,Product_124,Customer_1863,Channel_7,Territory_15,12,18.13,217.56,18.13,217.56
16-OCT-12,Product_26,Customer_562,Channel_7,Territory_2,3,17.29,51.87,17.29,51.87
13-JUL-12,Product_76,Customer_1335,Channel_7,Territory_31,1,64.5,64.5,64.5,64.5
05-DEC-12,Product_4,Customer_429,Channel_7,Territory_19,3,6.93,20.79,6.93,20.79
05-JUL-12,Product_66,Customer_484,Channel_7,Territory_19,4,6.51,26.04,6.51,26.04
13-SEP-12,Product_64,Customer_193,Channel_7,Territory_29,12,26.95,323.4,26.95,323.4
27-JUL-12,Product_17,Customer_88,Channel_7,Territory_38,1,323.4,323.4,323.4,323.4
18-JUL-12,Product_66,Customer_493,Channel_7,Territory_19,3,6.51,19.53,6.51,19.53
23-JUL-12,Product_124,Customer_417,Channel_7,Territory_29,5,16.68,83.4,16.68,83.4
26-NOV-12,Product_47,Customer_193,Channel_7,Territory_29,1,114.8,114.8,114.8,114.8
24-SEP-12,Product_98,Customer_193,Channel_7,Territory_29,6,42.25,253.5,42.25,253.5
27-AUG-12,Product_58,Customer_88,Channel_7,Territory_38,4,59.5,238,59.5,238
09-JUL-12,Product_70,Customer_193,Channel_7,Territory_29,2,92,184,92,184
06-NOV-12,Product_26,Customer_522,Channel_7,Territory_1,11,17.29,190.19,15.72,172.92
08-OCT-12,Product_126,Customer_522,Channel_7,Territory_93,2,243.8,487.6,243.8,487.6
11-OCT-12,Product_35,Customer_75,Channel_7,Territory_27,6,18.2,109.2,15.17,91.02
07-NOV-12,Product_10,Customer_1580,Channel_7,Territory_92,5,65.5,327.5,65.5,327.5
16-NOV-12,Product_35,Customer_232,Channel_7,Territory_15,2,13.48,26.96,13.48,26.96
04-JUL-12,Product_64,Customer_764,Channel_7,Territory_29,3,26.95,80.85,26.95,80.85
02-AUG-12,Product_130,Customer_1668,Channel_8,Territory_90,105,82,8610,78.1,8200.5
03-DEC-12,Product_130,Customer_816,Channel_11,Territory_27,21,82,1722,78.1,1640.1
19-NOV-12,Product_43,Customer_816,Channel_11,Territory_27,30,86.8,2604,72.33,2169.9
12-DEC-12,Product_76,Customer_23,Channel_11,Territory_53,180,64.5,11610,35.83,6449.4
02-NOV-12,Product_50,Customer_551,Channel_11,Territory_25,10,62.6,626,62.6,626
29-AUG-12,Product_30,Customer_235,Channel_4,Territory_54,15,54.25,813.75,54.25,813.75
07-DEC-12,Product_37,Customer_1755,Channel_7,Territory_92,2,110,220,110,220
11-DEC-12,Product_11,Customer_1386,Channel_7,Territory_25,14,25,350,17.86,250.04
14-SEP-12,Product_122,Customer_1154,Channel_4,Territory_17,12,90,1080,45,540
